open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
1767204000000,12.272,12.335,12.248,12.256,502577.66,1767207599999,6177520.07650,18871,252189.47,3100268.21011,0
1767207600000,12.257,12.291,12.23,12.233,367374.28,1767211199999,4505001.06649,14170,193486.53,2372744.84745,0
1767211200000,12.233,12.284,12.193,12.261,791333.72,1767214799999,9678355.24033,22150,492341.96,6022170.08275,0
1767214800000,12.262,12.323,12.257,12.289,323845.07,1767218399999,3977142.33287,10606,204721.40,2514154.24432,0
1767218400000,12.288,12.293,12.204,12.232,427015.7,1767221999999,5231217.76299,14463,160531.95,1967792.33023,0
1767222000000,12.232,12.239,12.193,12.202,313719.9,1767225599999,3833144.66190,10576,171658.66,2097643.78145,0
1767225600000,12.201,12.255,12.197,12.232,258132.91,1767229199999,3157003.98090,11234,136587.54,1670537.21857,0
1767229200000,12.232,12.269,12.227,12.25,341793.56,1767232799999,4187628.84672,10516,163849.35,2007239.68405,0
1767232800000,12.251,12.268,12.228,12.234,167248.75,1767236399999,2047933.28245,7228,79480.45,973189.38011,0
1767236400000,12.233,12.249,12.203,12.215,158178.05,1767239999999,1934028.68174,6725,81705.12,999145.36976,0
1767240000000,12.214,12.218,12.142,12.153,676050.03,1767243599999,8230344.96765,15664,256390.95,3121704.20679,0
1767243600000,12.153,12.28,12.15,12.252,410959.29,1767247199999,5030279.55469,12541,206841.72,2530723.14291,0
1767247200000,12.252,12.274,12.209,12.213,357414.46,1767250799999,4374941.39418,15058,163229.64,1998281.10003,0
1767250800000,12.213,12.221,12.171,12.174,232813.66,1767254399999,2840070.09133,8352,105761.61,1290338.61064,0
1767254400000,12.174,12.272,12.171,12.27,369622.59,1767257999999,4520041.79748,11917,185243.37,2264840.70249,0
1767258000000,12.271,12.303,12.247,12.257,401951.63,1767261599999,4935205.31832,12703,171632.04,2107355.09166,0
1767261600000,12.257,12.273,12.243,12.257,173664.32,1767265199999,2128809.81539,6478,82148.12,1007011.20052,0
1767265200000,12.256,12.289,12.252,12.287,222105.61,1767268799999,2724694.73284,7267,99198.07,1216847.75238,0
1767268800000,12.287,12.294,12.24,12.245,356380.79,1767272399999,4370579.05429,10728,178971.30,2194727.52596,0
